Date,restaurant_id,Churn Reasons,Churn Remarks,New Remarks
30-Apr-25,142547,Permanently Closed (Outlet/brand),0,
30-Apr-25,120178,Permanently Closed (Outlet/brand),franchise Closed,franchise Closed
30-Apr-25,316393,Permanently Closed (Outlet/brand),"Brand is still hyper active, and yet to get response from the brand admins on churn IDs","Brand is still hyper active, and yet to get response from the brand admins on churn IDs"
30-Apr-25,125159,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
30-Apr-25,95143,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
30-Apr-25,94241,Permanently Closed (Outlet/brand),"Brand is still hyper active, and yet to get response from the brand admins on churn IDs","Brand is still hyper active, and yet to get response from the brand admins on churn IDs"
30-Apr-25,327786,Switched to Another POS,The brand shifted to rancelab due to pricing factor for multiple servcies and renewal at the 10k cost for all requested services.,The brand shifted to rancelab due to pricing factor for multiple servcies and renewal at the 10k cost for all requested services.
30-Apr-25,81564,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
30-Apr-25,20196,Permanently Closed (Outlet/brand),0,
30-Apr-25,154651,Outlet once out of Sync- now Active,outlet is active,outlet is active 
30-Apr-25,93204,Switched to Another POS,They are not sharing the name of new pos partner,They are not sharing the name of new pos partner 
30-Apr-25,357335,Permanently Closed (Outlet/brand),Closed by franchisee,Closed by franchisee 
30-Apr-25,343539,Permanently Closed (Outlet/brand),The franchise is not performing well and due to low sales the outlets are closing.,The franchise is not performing well and due to low sales the outlets are closing.
30-Apr-25,117152,Switched to Another POS,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.
30-Apr-25,88632,Permanently Closed (Outlet/brand),As confirmed by owner the outlet is permanently closed,As confirmed by owner the outlet is permanently closed
30-Apr-25,43458,Permanently Closed (Outlet/brand),0,
30-Apr-25,142976,I don't know,0,
30-Apr-25,377550,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed
01-May-25,105325,Permanently Closed (Outlet/brand),0,
30-Apr-25,319889,Permanently Closed (Outlet/brand),"No sales, permanentely closed",Outlet has been synced now
30-Apr-25,128029,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily closed for renovation,Temporarily closed for renovation
30-Apr-25,362495,Permanently Closed (Outlet/brand),Outlet is closed due to non performance,Outlet is closed due to non performance
30-Apr-25,359359,Permanently Closed (Outlet/brand),Renewal Payment Overdue,Renewal Payment Overdue
30-Apr-25,330327,Switched to Another POS,The brand shifted to rancelab due to pricing factor for multiple servcies and renewal at the 10k cost for all requested services.,The brand shifted to rancelab due to pricing factor for multiple servcies and renewal at the 10k cost for all requested services.
30-Apr-25,153293,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
01-May-25,4867,Permanently Closed (Outlet/brand),Will use this ID when they find a better location,Will use this ID when they find a better location 
30-Apr-25,91477,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
30-Apr-25,364853,Permanently Closed (Outlet/brand),0,
30-Apr-25,58524,Permanently Closed (Outlet/brand),Outlet deleted by the owner on 18 Nov 2025,Outlet deleted by the owner on 18 Nov 2025
01-May-25,359261,Permanently Closed (Outlet/brand),0,
30-Apr-25,332121,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
30-Apr-25,348121,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
30-Apr-25,92081,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
01-May-25,31710,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
30-Apr-25,121054,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
30-Apr-25,326633,Permanently Closed (Outlet/brand),I don't know,I don't know
30-Apr-25,342290,Permanently Closed (Outlet/brand),Permanatly closed this outlet.,"They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets."
30-Apr-25,116118,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
30-Apr-25,89519,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
30-Apr-25,43994,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
30-Apr-25,32578,Permanently Closed (Outlet/brand),"Due to low sales over the location, operation is closed","Due to low sales over the location, operation is closed"
30-Apr-25,120476,Permanently Closed (Outlet/brand),The development raised by the brand is live and they are not using that service and using their own software,The development raised by the brand is live and they are not using that service and using their own software
30-Apr-25,349073,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
30-Apr-25,340080,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
30-Apr-25,315442,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
30-Apr-25,324783,Permanently Closed (Outlet/brand),The franchise is not performing well and due to low sales the outlets are closing.,The franchise is not performing well and due to low sales the outlets are closing.
30-Apr-25,58154,Permanently Closed (Outlet/brand),The franchise is not performing well and it is acquired by another brand and all the active outlet is on Petpooja.,The franchise is not performing well and it is acquired by another brand and all the active outlet is on Petpooja.
30-Apr-25,335252,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
03-May-25,45929,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
03-May-25,353927,Permanently Closed (Outlet/brand),Outlet is closed due to non performance,Outlet is closed due to non performance
01-May-25,148324,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
30-Apr-25,147374,Permanently Closed (Outlet/brand),"This outlet is permanently closed. The brand has not shared the exact reason for the closure; however, they have clearly informed us that the decision is not related to Petpooja.","This outlet is permanently closed. The brand has not shared the exact reason for the closure; however, they have clearly informed us that the decision is not related to Petpooja."
01-May-25,334188,Permanently Closed (Outlet/brand),Due to low sales,Due to low sales
01-May-25,144373,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
01-May-25,364946,Permanently Closed (Outlet/brand),They have opened new outlet of Mr Sandwich at another location. This location has been closed down.,They have opened new outlet of Mr Sandwich at another location. This location has been closed down.
01-May-25,121841,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
30-Apr-25,337597,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
01-May-25,123594,Switched to Another POS,They have created their own ERP System,They have created their own ERP System
01-May-25,354411,Permanently Closed (Outlet/brand),"The outlet is temporarily closed. They have not shared the exact reason, but the issue is not from Petpooja’s side. Once their internal issue is resolved, they will purchase a new ID",The brand has informed us that they will renew the POS by the end of this month.
01-May-25,120991,Permanently Closed (Outlet/brand),Franchises Closed due to Agreement issue with brand,Franchises Closed due to Agreement issue with brand
01-May-25,132084,Permanently Closed (Outlet/brand),Foodcourt outlets shut. The brand had no control over franchises,Foodcourt outlets shut. The brand had no control over franchises
01-May-25,101438,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
01-May-25,84176,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed 
01-May-25,323814,Permanently Closed (Outlet/brand),New RID purchased,New RID purchased
03-May-25,348156,Not Connected Brand,0,
01-May-25,317538,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
01-May-25,150872,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
01-May-25,146735,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
02-May-25,121483,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
02-May-25,36263,Permanently Closed (Outlet/brand),0,
03-May-25,330268,Permanently Closed (Outlet/brand),Outlets are closed,Outlets are closed
03-May-25,378012,Switched to Another POS,"As confirmed by Sales person, the brand has developed their own billing software and is shifting. Curently we have 41 outlets live with us. He is trying to schedule a meeting with the brand owner but he is unable to do so.","As confirmed by Sales person, the brand has developed their own billing software and is shifting. Curently we have 41 outlets live with us. He is trying to schedule a meeting with the brand owner but he is unable to do so."
02-May-25,340590,Permanently Closed (Outlet/brand),The outlet has shifted from Parul University's food court.,The outlet has shifted from Parul University's food court.
03-May-25,318039,Outlet once out of Sync- now Active,Active,Active
02-May-25,317718,Permanently Closed (Outlet/brand),Franchise outlet closed due to non performance,Franchise outlet closed due to non performance
03-May-25,78680,Switched to Another POS,They are shifted on Rishta,They are shifted on Rishta
02-May-25,321749,Permanently Closed (Outlet/brand),"Outlet is sealed, due to traffic caused near Karnavati Club. [Food Court is Closed]","Outlet is sealed, due to traffic caused near Karnavati Club. [Food Court is Closed]"
03-May-25,138935,Permanently Closed (Outlet/brand),Tried Multiple time not answering the calls.,Tried Multiple time not answering the calls.
03-May-25,364951,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
02-May-25,354367,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
03-May-25,367543,Permanently Closed (Outlet/brand),"Temp closed, as the frenchise is looking for a new space","Temp closed, as the frenchise is looking for a new space"
02-May-25,341212,Permanently Closed (Outlet/brand),Franchise outlet closed due to non performance,Franchise outlet closed due to non performance
02-May-25,354573,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
03-May-25,127796,Permanently Closed (Outlet/brand),Franchises Closed due to Agreement issue with brand,Franchises Closed due to Agreement issue with brand
03-May-25,333820,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
03-May-25,335795,Permanently Closed (Outlet/brand),"As per the RM, the outlets are closed, as it's a small tea shops and hence sales was less","As per the RM, the outlets are closed, as it's a small tea shops and hence sales was less"
03-May-25,149136,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
03-May-25,355052,Permanently Closed (Outlet/brand),The Brand has no control over the franchise and the franchise decided to continue Petpooja or not.,The Brand has no control over the franchise and the franchise decided to continue Petpooja or not.
03-May-25,103938,Event Account / Demo Account,Event Account / Demo Account,Event Account / Demo Account
03-May-25,140516,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
03-May-25,21374,Switched to Another POS,The brand moved to Rista due to development. However few outlets are currently live with us,The brand moved to Rista due to development. However few outlets are currently live with us
03-May-25,130201,Permanently Closed (Outlet/brand),0,
03-May-25,349431,Permanently Closed (Outlet/brand),royalty issue closed by company,royalty issue closed by company 
03-May-25,158422,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
03-May-25,376624,Event Account / Demo Account,Event ID,Event ID
03-May-25,357153,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
05-May-25,127033,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
05-May-25,332264,Permanently Closed (Outlet/brand),The development raised by the brand is live and they are not using that service and using their own software,The development raised by the brand is live and they are not using that service and using their own software
05-May-25,92899,Renewal Payment Overdue,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
05-May-25,317480,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
05-May-25,127367,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
08-May-25,338247,Permanently Closed (Outlet/brand),outlet is closed,outlet is closed
08-May-25,317692,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-May-25,329413,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
05-May-25,346182,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
05-May-25,87947,I don't know,0,
05-May-25,348428,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
05-May-25,378376,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
05-May-25,28075,Not Connected Brand,0,
05-May-25,343013,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-May-25,337209,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed 
05-May-25,140802,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
05-May-25,107185,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
05-May-25,120486,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
05-May-25,126410,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
05-May-25,126964,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
05-May-25,318792,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
05-May-25,126914,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
05-May-25,347715,Permanently Closed (Outlet/brand),Outlet has been closed,Outlet has been closed 
05-May-25,150511,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,134158,Permanently Closed (Outlet/brand),"Brand is still hyper active, and yet to get response from the brand admins on churn IDs","Brand is still hyper active, and yet to get response from the brand admins on churn IDs"
08-May-25,128331,Not Connected Brand,POC not responding,POC not responding
05-May-25,144994,Permanently Closed (Outlet/brand),Sales very low outlet do not run properly,Sales very low outlet do not run properly
05-May-25,333955,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
05-May-25,351957,Permanently Closed (Outlet/brand),Permanently Closed Outlet,Temporarily Closed (Renovation / Relocation/Internet issue)
05-May-25,344283,Permanently Closed (Outlet/brand),0,
05-May-25,146460,Permanently Closed (Outlet/brand),Not Connected,Not Connected
05-May-25,356457,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed 
05-May-25,53857,Event Account / Demo Account,Outlet used for only events,Outlet used for only events
05-May-25,344672,Permanently Closed (Outlet/brand),closed,Relocation
05-May-25,112913,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed
05-May-25,348485,Switched to Another POS,They have created their own ERP System,They have created their own ERP System
05-May-25,317804,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed 
05-May-25,110141,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,345356,Permanently Closed (Outlet/brand),The outlet has been permanently closed due to poor sales performance.,The outlet has been permanently closed due to poor sales performance.
05-May-25,125276,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,320264,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
05-May-25,136284,Permanently Closed (Outlet/brand),Franchise outlet closed due to non performance,Franchise outlet closed due to non performance
05-May-25,109574,Permanently Closed (Outlet/brand),franchise Closed,franchise Closed
05-May-25,95502,Switched to Another POS,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.
05-May-25,106137,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,156099,Permanently Closed (Outlet/brand),"As per the RM, the outlets are closed, as it's a small tea shops and hence sales was less","As per the RM, the outlets are closed, as it's a small tea shops and hence sales was less"
08-May-25,344579,Permanently Closed (Outlet/brand),"As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that most of the outlet owners have shifted abroad and have decided not to continue with CSB.","As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that most of the outlet owners have shifted abroad and have decided not to continue with CSB."
05-May-25,127377,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
08-May-25,331865,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-May-25,145064,Permanently Closed (Outlet/brand),"As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that outlet has been closed due to low sales.","As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that outlet has been closed due to low sales."
08-May-25,137829,Permanently Closed (Outlet/brand),outlet is closed,outlet is closed
05-May-25,323763,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-May-25,123821,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,158421,Temporarily Closed (Renovation / Relocation/Internet issue),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,103663,Permanently Closed (Outlet/brand),They only use the POSS only use order acceptance app.That's why not in sync,They only use the POSS only use order acceptance app.That's why not in sync
05-May-25,155713,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
05-May-25,19864,Switched to Another POS,The brand moved to Rista due to development. However few outlets are currently live with us,The brand moved to Rista due to development. However few outlets are currently live with us
08-May-25,325831,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
05-May-25,134986,I don't know,0,
05-May-25,338511,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,341817,Permanently Closed (Outlet/brand),client is not inform back for the status and these outlet is not sync for more than 150 days so I will mark as permenent closed,he inform after one month for permenant
08-May-25,118331,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue)
05-May-25,127366,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,159136,Permanently Closed (Outlet/brand),Brand is not in contact from starting considering outlet permanent clsoed,Brand is not in contact from starting considering outlet permanent clsoed
08-May-25,317859,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-May-25,22728,Not Connected Brand,I have not been in contact with the brand since it was assigned to me.,I have not been in contact with the brand since it was assigned to me.
05-May-25,129449,Switched to Another POS,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.
08-May-25,63728,Temporarily Closed (Renovation / Relocation/Internet issue),Currently under renovation which will be completed in a week. Also he wants to upgrade tpo Windows POS from Android POS,Currently under renovation which will be completed in a week. Also he wants to upgrade tpo Windows POS from Android POS
08-May-25,358373,Permanently Closed (Outlet/brand),Low Business,Low Business
05-May-25,140623,Permanently Closed (Outlet/brand),Not able to connect tried multiple times,Not able to connect tried multiple times
05-May-25,126442,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
05-May-25,348607,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
05-May-25,343870,Permanently Closed (Outlet/brand),"The POC is not picking the call, but as per sales person its due to operational challenges.",The owner has arrogantly denied to share the reason.
05-May-25,66643,Permanently Closed (Outlet/brand),No sale,No sale
08-May-25,341928,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
05-May-25,110140,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,138980,Temporarily Closed (Renovation / Relocation/Internet issue),"due to the paytm device issue, they are doing the billing manually.","due to the paytm device issue, they are doing the billing manually"
05-May-25,148353,Outlet once out of Sync- now Active,"There is a hardware issue with Paytm. We have escalated this to the concerned team. Once the issue is resolved, the outlet will be active again.","There is a hardware issue with Paytm. We have escalated this to the concerned team. Once the issue is resolved, the outlet will be active again."
05-May-25,119023,Permanently Closed (Outlet/brand),Tried Multiple time not answering the calls.,Tried Multiple time not answering the calls.
05-May-25,129089,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
05-May-25,120805,Permanently Closed (Outlet/brand),Temporarily closed. As discussed with POC he is on medical leave. He will contact me once he resumes.,Temporarily closed. As discussed with POC he is on medical leave. He will contact me once he resumes.
05-May-25,143266,Switched to Another POS,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.
05-May-25,132606,Permanently Closed (Outlet/brand),Franchise Outlets Closed due to low Sales,Franchise Outlets Closed due to low Sales
05-May-25,332797,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,350791,Outlet once out of Sync- now Active,Outlet has been closed permanently,Outlet has been closed permanently
08-May-25,351247,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-May-25,96084,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
08-May-25,131481,Outlet once out of Sync- now Active,0,"As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that outlet has been closed due to low sales."
05-May-25,110129,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,94126,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
08-May-25,83757,Not Connected Brand,0,
08-May-25,115819,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
05-May-25,81851,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-May-25,321837,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
05-May-25,139732,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
08-May-25,142258,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-May-25,146924,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
05-May-25,127607,Permanently Closed (Outlet/brand),franchise Closed,franchise Closed
08-May-25,148424,Permanently Closed (Outlet/brand),"As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that outlet has been closed due to low sales.","As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that outlet has been closed due to low sales."
05-May-25,116116,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
08-May-25,322573,Permanently Closed (Outlet/brand),"As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that outlet has been closed due to low sales.","As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that outlet has been closed due to low sales."
05-May-25,128300,Outlet once out of Sync- now Active,Active,Active
05-May-25,324552,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,320273,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
08-May-25,353765,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-May-25,127043,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
05-May-25,357866,Permanently Closed (Outlet/brand),Outlet closed due to low sales,Outlet closed due to low sales
05-May-25,148316,Permanently Closed (Outlet/brand),franchise Closed,franchise Closed
05-May-25,109393,Permanently Closed (Outlet/brand),closed,Relocation
05-May-25,143026,Switched to Another POS,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.
